age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
29,M,Village,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,4.0,675.12,29482.7,681.28,Yes,Yes,Yes,Unsolved,Poor Product Quality,0
28,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,9.0,-1066.683237,13938.58,762.22,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
55,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23.0,126.53,1799.06,746.64,Yes,No,Yes,Solved,Poor Website,0
26,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,73.74,19123.91,705.69,Yes,No,Yes,No Information Available,Poor Website,0
15,F,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,6.0,294.21,31228.29,1217.589023,No,Yes,Yes,Solved,Poor Customer Service,1
57,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,3.0,33.36,28999.9,633.27,No,Yes,No,Not Applicable,Poor Product Quality,1
31,F,Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,6.0,32.66,36749.65,791.77,No,Yes,No,Not Applicable,Quality Customer Care,0
50,F,City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,18.0,192.79,1245.41,709.5,No,Yes,Yes,No Information Available,Too many ads,0
53,M,City,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,58.39,15698.86,680.0,Yes,No,No,Not Applicable,No reason specified,1
25,F,Town,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,9.0,47.55,9436.68,506.64,No,Yes,No,Not Applicable,Poor Customer Service,1
16,F,City,Basic Membership,No,Without Offers,Smartphone,Fiber_Optic,19.0,60.52,31464.19,591.0,Yes,No,Yes,Unsolved,Poor Customer Service,0
54,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17.0,149.25,12385.47,73.79618621,Yes,No,No,Not Applicable,Too many ads,1
39,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,17.0,33.16,12838.83,680.3891227,No,Yes,No,Not Applicable,Poor Website,1
11,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,3.0,238.02,29842.22,708.59,No,Yes,No,Not Applicable,Poor Website,0
52,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,5.0,111.55,25747.63,423.5705544,No,Yes,No,Not Applicable,No reason specified,0
28,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10.0,32.98,32079.69,1254.596249,Yes,No,Yes,Unsolved,Quality Customer Care,0
22,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,378.3,1504.92,535.88,No,Yes,Yes,Solved in Follow-up,Too many ads,1
45,F,Town,Platinum Membership,Yes,Without Offers,Desktop,Fiber_Optic,6.0,181.32,15575.59,697.62,Yes,No,Yes,No Information Available,Poor Customer Service,0
22,F,Village,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,16.0,36.35,19594.07,695.74,Yes,No,Yes,Unsolved,Poor Customer Service,1
34,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,25.0,325.59,22275.49,740.71,Yes,Yes,Yes,Solved in Follow-up,No reason specified,0
28,M,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,8.0,79.18,10139.86,582.1,No,Yes,No,Not Applicable,Too many ads,1
12,M,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,5.0,164.07,13511.65,715.48,Yes,No,No,Not Applicable,Too many ads,1
59,M,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10.0,1018.113359,35595.03,722.48,No,Yes,Yes,No Information Available,No reason specified,0
50,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,8.0,34.33,4947.66,585.48,No,Yes,No,Not Applicable,Poor Website,1
50,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,,144.06,38951.81,730.71,Yes,No,No,Not Applicable,Poor Customer Service,0
34,F,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,46.96,27933.66,691.91,Yes,No,No,Not Applicable,Poor Customer Service,1
10,F,Village,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,19.0,154.44,13036.94,505.54,Yes,No,No,Not Applicable,Too many ads,1
33,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21.0,105.89,19314.78,597.94,Yes,No,No,Not Applicable,Poor Website,1
40,M,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,8.0,179.06,36464.57,618.8,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
64,M,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16.0,138.41,13107.59,1030.027599,Yes,No,Yes,Solved in Follow-up,Poor Website,0
40,M,City,Platinum Membership,No,Without Offers,Desktop,Wi-Fi,10.0,30.71,40152.65,785.49,No,Yes,No,Not Applicable,Too many ads,0
20,M,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,9.0,239.56,37343.17,332.7710238,No,Yes,No,Not Applicable,Poor Website,1
22,M,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,273.23,10384.09,752.63,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
32,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21.0,125.54,15024.48,126.7765266,No,Yes,Yes,Unsolved,Too many ads,1
12,M,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,15.0,85.37,85689.36,723.81,No,Yes,No,Not Applicable,User Friendly Website,0
36,F,City,Gold Membership,No,Without Offers,Desktop,Wi-Fi,19.0,31.39,76602.41,763.82,Yes,No,No,Not Applicable,Reasonable Price,0
25,M,Town,Platinum Membership,Yes,Without Offers,Smartphone,Mobile_Data,14.0,237.77,46061.9,758.65,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
31,F,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,19.0,34.48,12098.19,1081.900155,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
58,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,4.0,132.37,43779.92,690.54,Yes,No,No,Not Applicable,Poor Website,1
61,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,24.0,43.07,27574.12,605.27,Yes,No,No,Not Applicable,Poor Customer Service,1
46,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,-507.7197296,37081.08,601.5,No,Yes,No,Not Applicable,Too many ads,1
21,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,5.0,531.18,23432.2,794.0,Yes,No,Yes,No Information Available,Poor Customer Service,0
43,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12.0,265.85,7485.57,697.62,Yes,Yes,Yes,Unsolved,Poor Customer Service,1
58,M,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,368.69,31143.25,793.77,Yes,Yes,Yes,Unsolved,Poor Website,0
62,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18.0,214.9,46406.62,1093.107135,Yes,No,Yes,No Information Available,Too many ads,1
50,M,City,Premium Membership,No,Without Offers,Desktop,Wi-Fi,8.0,370.67,49279.22,739.42,No,Yes,No,Not Applicable,Quality Customer Care,0
61,F,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,,607.01,6065.19,1085.568114,No,Yes,Yes,Solved in Follow-up,Poor Website,1
38,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,402.73,43159.34,697.62,Yes,No,Yes,Solved,No reason specified,1
60,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,17.0,31.6,29992.7,653.63,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
27,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,19.0,159.92,11015.65,788.66,Yes,No,No,Not Applicable,No reason specified,0
64,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6.0,113.87,31471.5,697.62,No,Yes,No,Not Applicable,Poor Website,1
24,M,Village,Premium Membership,No,Without Offers,Desktop,Wi-Fi,17.0,196.3,30626.14,697.62,No,Yes,No,Not Applicable,User Friendly Website,0
33,M,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15.0,98.45,39420.24,644.72,Yes,No,No,Not Applicable,No reason specified,1
35,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,202.22,1672.38,691.26,Yes,No,No,Not Applicable,No reason specified,1
58,F,City,No Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,11.0,525.6,43930.29,245.4799609,No,Yes,No,Not Applicable,Poor Website,1
62,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20.0,36.36,22672.6,511.64,Yes,No,Yes,No Information Available,Poor Customer Service,1
51,F,Town,Basic Membership,Yes,Without Offers,Both,Fiber_Optic,12.0,526.86,1193.66,700.44,Yes,Yes,Yes,No Information Available,Poor Website,1
43,M,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,12.0,1160.41,1908.67,777.99,Yes,No,Yes,Solved in Follow-up,Too many ads,0
59,M,City,No Membership,No,Without Offers,Desktop,Mobile_Data,11.0,303.12,33995.76,682.03,Yes,No,Yes,Solved,Poor Customer Service,1
63,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13.0,113.02,17460.34,656.92,Yes,No,Yes,No Information Available,Poor Product Quality,0
36,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,999.3719417,47114.4,594.79,No,Yes,Yes,Solved,No reason specified,1
49,F,City,No Membership,No,Without Offers,Smartphone,Mobile_Data,10.0,146.8,23970.51,626.71,No,Yes,Yes,Unsolved,Poor Customer Service,1
27,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18.0,185.44,30310.24,601.03,Yes,No,Yes,Unsolved,No reason specified,1
14,M,Town,Premium Membership,Yes,Without Offers,Desktop,Fiber_Optic,21.0,69.99,24911.43,717.44,No,Yes,No,Not Applicable,No reason specified,0
30,M,Town,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,9.0,161.59,29470.43,697.62,Yes,No,No,Not Applicable,Poor Product Quality,0
55,M,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,23.0,122.35,8333.88,697.62,No,Yes,Yes,No Information Available,No reason specified,0
45,M,Town,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,14.0,-1066.167506,5267.81,697.62,No,Yes,No,Not Applicable,No reason specified,0
64,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,10.0,592.03,3360.31,650.29,No,Yes,No,Not Applicable,Poor Website,0
28,F,Town,Silver Membership,No,Without Offers,Both,Wi-Fi,9.0,366.56,17176.89,619.2,Yes,Yes,Yes,No Information Available,Poor Website,1
34,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,14.0,59.5,16481.83,729.23,Yes,No,Yes,Unsolved,Poor Customer Service,0
63,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5.0,602.86,33031.99,830.97,Yes,Yes,Yes,Solved,Products always in Stock,0
52,F,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,20.0,34.09,7565.57,544.1,Yes,No,Yes,No Information Available,No reason specified,1
34,F,Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,6.0,119.69,4931.32,797.73,No,Yes,Yes,Solved,Poor Product Quality,0
11,F,Town,Silver Membership,Yes,Without Offers,Both,Wi-Fi,8.0,-530.0194446,26169.66,697.62,No,Yes,Yes,No Information Available,Poor Product Quality,1
40,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,9.0,126.89,13226.74,1027.823485,Yes,No,No,Not Applicable,No reason specified,1
40,M,Town,No Membership,Yes,Without Offers,Both,Mobile_Data,,269.32,13912.49,279.1924073,Yes,No,Yes,Unsolved,Poor Customer Service,1
24,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21.0,165.33,22037.72,625.55,Yes,No,Yes,Unsolved,Poor Website,1
59,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,425.53,7044.94,760.35,Yes,No,Yes,Unsolved,No reason specified,0
64,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23.0,-748.3061982,40025.31,735.68,Yes,No,Yes,Solved,User Friendly Website,0
28,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19.0,40.34,14901.5,691.98,Yes,No,Yes,Solved,No reason specified,1
42,M,City,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,23.0,175.4,23439.76,633.61,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
10,M,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,33.65,7526.92,321.8930935,No,Yes,No,Not Applicable,Poor Website,1
41,M,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,97.72,17445.89,595.49,No,Yes,No,Not Applicable,Poor Product Quality,0
60,M,Village,Platinum Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,20.0,584.12,44978.8,751.5,No,Yes,Yes,Solved,Poor Product Quality,0
20,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.0,270.96,19083.26,805.121535,Yes,No,Yes,No Information Available,Poor Website,1
62,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7.0,303.78,30852.16,535.72,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
11,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13.0,85.99,39515.73,502.76,No,Yes,Yes,Unsolved,Too many ads,1
49,M,Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18.0,110.51,26771.02,697.62,Yes,No,No,Not Applicable,Too many ads,1
61,M,Village,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,21.0,-590.3360542,92557.34,765.32,Yes,No,Yes,No Information Available,User Friendly Website,0
42,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,9.0,267.09,34639.09,733.55,No,Yes,No,Not Applicable,Poor Website,0
12,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,,499.09,25827.19,709.92,Yes,Yes,No,Not Applicable,No reason specified,0
50,F,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11.0,86.05,13378.26,632.76,Yes,No,No,Not Applicable,Too many ads,1
52,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,22.0,31.04,40309.73,637.27,Yes,No,Yes,Unsolved,Poor Product Quality,1
40,F,Town,Gold Membership,Yes,Without Offers,Desktop,Wi-Fi,8.0,71.06,35843.12,690.48,Yes,No,Yes,No Information Available,Poor Customer Service,1
33,F,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,12.0,120.56,45719.86,697.62,No,Yes,Yes,Unsolved,No reason specified,0
49,M,Town,Platinum Membership,Yes,Without Offers,Desktop,Mobile_Data,4.0,106.31,5046.52,158.4127692,No,Yes,Yes,Solved,Poor Customer Service,0
37,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,3.0,70.94,44722.41,523.61,No,Yes,Yes,No Information Available,Poor Product Quality,1
51,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,22.0,626.39,15660.27,697.62,Yes,No,No,Not Applicable,Too many ads,1
37,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,847.96,22041.47,697.62,Yes,Yes,No,Not Applicable,No reason specified,1
23,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,32.51,39230.64,204.708242,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
49,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,6.0,787.36,31769.36,752.97,Yes,Yes,Yes,Solved,Poor Product Quality,0
44,F,Town,Silver Membership,No,Without Offers,Desktop,Wi-Fi,15.0,86.66,13226.04,790.8,Yes,No,No,Not Applicable,Poor Website,0
29,F,Village,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22.0,1048.334542,38957.77,547.76,Yes,No,No,Not Applicable,No reason specified,1
51,M,Village,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,169.43,7603.96,1241.810866,No,Yes,No,Not Applicable,Poor Customer Service,0
51,M,Town,No Membership,No,Without Offers,Smartphone,Fiber_Optic,10.0,33.36,37831.75,1014.104431,Yes,No,No,Not Applicable,Poor Website,1
40,M,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,11.0,32.7,45001.44,594.52,No,Yes,No,Not Applicable,Poor Product Quality,1
11,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,8.0,-707.6725551,31757.96,697.62,No,Yes,Yes,Unsolved,Poor Customer Service,0
58,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,30.77,39013.11,773.73,No,Yes,Yes,Solved in Follow-up,No reason specified,0
17,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,7.0,47.63,22763.39,1108.903424,No,Yes,Yes,Solved,Poor Customer Service,1
43,F,Town,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,11.0,353.77,29864.29,697.62,No,Yes,No,Not Applicable,Poor Product Quality,1
48,M,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,9.0,153.9,21016.79,702.49,Yes,No,Yes,Unsolved,Poor Product Quality,0
44,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,170.9,98984.53,1066.69657,Yes,No,No,Not Applicable,User Friendly Website,0
47,M,Village,No Membership,Yes,Without Offers,Both,Wi-Fi,22.0,968.81,42819.3,697.62,Yes,No,Yes,Solved,No reason specified,1
16,M,City,No Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,18.0,888.3,28324.67,536.81,Yes,No,No,Not Applicable,Too many ads,1
24,M,City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7.0,137.81,49210.71,697.62,No,Yes,No,Not Applicable,No reason specified,0
52,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,4.0,194.66,9105.14,705.81,Yes,No,No,Not Applicable,Poor Product Quality,1
35,F,City,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,14.0,366.15,41831.31,798.77,No,Yes,No,Not Applicable,User Friendly Website,0
45,M,Town,Silver Membership,Yes,Without Offers,Smartphone,Mobile_Data,2.0,199.38,27280.54,719.52,No,Yes,No,Not Applicable,Poor Website,0
15,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,309.23,8000.24,143.9152531,Yes,No,Yes,No Information Available,Poor Product Quality,1
43,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,184.96,3669.33,697.62,Yes,No,No,Not Applicable,Poor Product Quality,0
51,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,8.0,475.02,25990.33,685.38,No,Yes,No,Not Applicable,Poor Product Quality,1
18,F,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,11.0,435.62,21666.76,911.7843611,Yes,No,Yes,Solved,Poor Customer Service,1
34,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16.0,517.32,37608.83,697.62,Yes,Yes,Yes,Solved,Reasonable Price,0
29,F,Town,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,7.0,214.32,28125.07,764.66,No,Yes,No,Not Applicable,Poor Website,0
16,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,6.0,645.03,42072.25,712.64,Yes,No,Yes,No Information Available,Poor Customer Service,0
54,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,5.0,200.75,46772.24,697.62,Yes,No,Yes,No Information Available,Poor Website,1
64,F,Town,Premium Membership,No,Without Offers,Both,Mobile_Data,12.0,362.36,24755.81,718.82,Yes,No,Yes,Unsolved,Poor Product Quality,0
29,M,Village,Basic Membership,Yes,Without Offers,Both,Wi-Fi,11.0,404.08,22791.56,605.39,No,Yes,No,Not Applicable,Poor Website,1
13,F,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,9.0,382.63,2295.0,653.0,Yes,No,Yes,Solved,Too many ads,0
29,M,City,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,5.0,958.71,13072.45,697.62,Yes,No,No,Not Applicable,Poor Website,1
33,F,City,Premium Membership,Yes,Without Offers,Both,Fiber_Optic,2.0,734.74,47009.59,1475.181405,Yes,Yes,No,Not Applicable,No reason specified,0
14,M,City,No Membership,Yes,Without Offers,Both,Fiber_Optic,7.0,1332.45,39736.81,667.11,Yes,Yes,Yes,Solved in Follow-up,Too many ads,1
37,F,Town,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,12.0,332.15,18824.87,715.36,Yes,No,No,Not Applicable,No reason specified,1
34,M,Town,No Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,,278.71,26203.0,556.53,Yes,No,Yes,Solved in Follow-up,Too many ads,1
39,F,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,131.76,25715.77,697.62,Yes,No,No,Not Applicable,Too many ads,1
25,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11.0,114.72,5786.78,706.81,No,Yes,No,Not Applicable,Too many ads,1
29,M,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,100.06,28255.5,751.69,Yes,No,Yes,Solved,Too many ads,0
49,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,10.0,303.57,43675.66,676.64,No,Yes,Yes,Solved in Follow-up,Poor Website,1
55,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,,32.1,42590.27,697.62,Yes,No,Yes,Solved,Poor Website,0
30,M,Town,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,20.0,33.35,21630.06,996.0091788,No,Yes,No,Not Applicable,Poor Website,0
22,M,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,13.0,32.64,34426.94,614.08,No,Yes,No,Not Applicable,Poor Customer Service,1
61,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,11.0,504.75,13276.66,779.72,Yes,No,Yes,Unsolved,Poor Product Quality,0
21,M,City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,221.97,39098.38,1088.655073,No,Yes,No,Not Applicable,No reason specified,1
48,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.0,99.34,10510.14,697.62,Yes,No,No,Not Applicable,Poor Product Quality,1
64,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,197.87,41395.97,554.53,No,Yes,No,Not Applicable,Poor Customer Service,1
